	gene	1	2	3	4	5	6	7	average.FC
C50B8.4	C50B8.4	0.23	0.93	0.95	0.73	0.59	0.33	0.4	0.594285714
C50B8.5	C50B8.5	-0.08	-0.09	0.13	0.1	0.24	-0.68	0.23	-0.021428571
C50B8.6	C50B8.6	0.16	-0.11	0.53	0.8	0.39	-0.14	-0.04	0.227142857
sru-29	sru-29	0.023271805	0.010004527	0.014366823	0.010039133	0.05	-0.4	-0.42	-0.101759673
sru-30	sru-30	-0.163333333	-0.62	0.091111111	0.02	-0.16	-0.33	0.01	-0.164603175
sru-31	sru-31	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	-0.67	0.022240009	-0.078672008
sru-32	sru-32	-0.335	0.03	-0.67	-0.7	-0.09	-0.48	0.04	-0.315
str-2	str-2	-0.38	0.31	-0.28	0.06	-0.42	-0.52	0.25	-0.14
sru-33	sru-33	0.01	0.67	-0.15375	-0.1	-1.11	-0.81	0.55	-0.134821429
sru-34	sru-34	-0.061	-0.85	-0.12	-0.071	0.06	0.09	-0.2	-0.164571429
C50C3.1	C50C3.1	0.2	-0.57	0.28	-0.04	-0.11	0.02	-0.01	-0.032857143
C50C3.12	C50C3.12	0.023271805	0.010004527	0.014366823	0.010039133	0.22	0.009050309	0.1	0.055247514
C50C3.2	C50C3.2	0.34	0.02	0.12	0.11	-0.04	0.28	0.14	0.138571429
C50C3.5	C50C3.5	0.08	0.17	0.58	0.36	0.43	-0.73	0.5	0.198571429
prp-8	prp-8	-0.12	-0.09	0.04	0.06	-0.18	-0.03	-0.14	-0.065714286
cil-1	cil-1	-0.07	0.05	-0.19	-0.34	-0.27	0.04	-0.02	-0.114285714
bath-42	bath-42	-0.34	0.31	-0.2	-0.28	0.18	0.37	0.24	0.04
unc-36	unc-36	-0.26	-0.1	0.12	0.17	0.38	-0.02	0.2	0.07
C50D2.1	C50D2.1	0.47	0.281428571	-0.11	0.86	1.27	1.61	0.82	0.743061224
C50D2.10	C50D2.10	0.56	0.13	0.01	0.12	-0.1	0.3	0.04	0.151428571
C50D2.2	C50D2.2	-0.132	0.13	-0.56	-0.73	-0.46	-0.05	0.01	-0.256
col-68	col-68	0.16	0.49	0.12	0.31	-0.77	-0.58	-0.22	-0.07
C50D2.5	C50D2.5	0.04	0.08	0.23	0.09	-0.18	-0.18	0.12	0.028571429
C50D2.6	C50D2.6	-0.24	-0.4	-0.99	-1.04	-1.98	-1.59	-1.74	-1.14
C50D2.7	C50D2.7	-0.22	0.16	-0.03	-0.17	-0.22	0.08	-0.29	-0.098571429
C50D2.8	C50D2.8	0.023271805	0.010004527	0.06	0.010039133	-0.12	-0.09	0.022240009	-0.012063504
C50D2.9	C50D2.9	-0.33	-0.41	-0.49	-0.58	-0.28	-0.44	-0.27	-0.4
C50E10.1	C50E10.1	0.49	0.1975	0.21	0.65	0.03	1.06	0.45	0.441071429
sre-50	sre-50	0.1	-0.54	-0.35	0.54	0.14	0.11	-0.02	-0.002857143
sre-53	sre-53	0.023271805	0.010004527	0.014366823	0.010039133	0.02	-0.64	-0.34	-0.12890253
sop-2	sop-2	0.25	-0.18	-0.41	-0.27	-0.31	-0.07	-0.43	-0.202857143
sre-54	sre-54	0.053333333	0.43	-0.34	-0.28	0	-0.4	0.47	-0.00952381
sre-56	sre-56	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.009050309	-0.57	-0.066270537
sre-49	sre-49	0.7	-0.11	0.12	0.11	0.19	0.067777778	-0.45	0.08968254
clec-214	clec-214	0.33	0.7	-0.65	-0.017777778	-0.1	0.24	0.17	0.096031746
scl-26	scl-26	-0.018571429	0.1	0.19	0.17	0	-0.02	-0.03	0.055918367
C50E3.11	C50E3.11	-0.14	0.08	-0.38	-0.19	-0.06	-0.02	0.11	-0.085714286
C50E3.12	C50E3.12	0.65	-0.47	0.41	0.17	1.19	1.51	1.08	0.648571429
clec-215	clec-215	-0.7375	0.39	-0.64	-0.97	-1.32	-1.12	-0.94	-0.7625
C50E3.15	C50E3.15	0.023271805	0.010004527	-0.05	0.010039133	-0.33	-0.44	0.022240009	-0.107777789
folt-3	folt-3	-0.53	-0.37	-0.58	-0.69	-0.42	-0.47	-0.23	-0.47
C50E3.5	C50E3.5	-0.0675	0.03	-0.01	0.1	-0.13	0.22	0.16	0.043214286
C50E3.6	C50E3.6	0.82	0.92	0.93	0.94	1.25	1.41	1.23	1.071428571
C50E3.7	C50E3.7	0.25	0.31	-0.36	-0.44	-0.18	-0.08	-0.19	-0.098571429
C50E3.8	C50E3.8	0.023271805	0.010004527	0.014366823	0.010039133	-0.31	0.009050309	0.022240009	-0.031575342
C50E3.9	C50E3.9	-0.07	0.05	-0.23	0.64	-0.04	-0.52	0.03	-0.02
abf-2	abf-2	-0.97	-1.03	-0.75	-0.63	-0.95	-2	-0.59	-0.988571429
C50F2.2	C50F2.2	0.12	0.11	-0.16	-0.25	0.06	0.15	0.1	0.018571429
C50F2.3	C50F2.3	-0.41	-0.49	-0.15	-0.11	0.14	0.26	-0.32	-0.154285714
C50F2.4	C50F2.4	-0.27	0.12	-0.01	-0.14	0.2	0.34	0.02	0.037142857
C50F2.5	C50F2.5	-0.25	0.07	-0.13	-0.21	0.25	0.67	0.06	0.065714286
fkb-5	fkb-5	-0.49	-0.27	-0.5	-0.46	0.31	-0.02	0.2	-0.175714286
C50F2.7	C50F2.7	0.1	-0.13	0.08	0.04	0.05	-0.78	0.17	-0.067142857
magu-3	magu-3	-0.05	-0.352857143	0.1	0.2	0.08	-0.3	-0.15	-0.06755102
abf-1	abf-1	-0.59	-1.03	-0.87	-0.97	-1.52	-2.37	-0.67	-1.145714286
C50F4.1	C50F4.1	-0.92	0.47	-0.54	-0.62	0.04	-0.06	-0.09	-0.245714286
mdf-1	mdf-1	-0.12	-0.06	-0.14	-0.05	0.14	0.16	-0.05	-0.017142857
C50F4.12	C50F4.12	-0.35	0.23	-0.16	-0.12	-0.03	0	0.02	-0.058571429
his-35	his-35	0.19	0.07	-0.11	-0.15	-0.17	-0.03	0.01	-0.027142857
nstp-10	nstp-10	-0.23	-0.14	-0.21	-0.26	0.02	-0.04	0	-0.122857143
C50F4.15	C50F4.15	0.55	0.13	0	0.14	-0.19	0.04	0.15	0.117142857
C50F4.16	C50F4.16	-0.31	-0.17	0.15	0.11	0.11	-0.14	-0.28	-0.075714286
pfk-2	pfk-2	0.22	-0.09	0.17	-0.01	-0.1	1.26	0.2	0.235714286
tag-329	tag-329	0.126666667	0.54	1.54	-0.01	-0.08	1.45	-0.33	0.462380952
C50F4.4	C50F4.4	0.3	-0.49	-0.17	-0.19	0.48	-0.52	0.48	-0.015714286
C50F4.6	C50F4.6	0.14	-0.07	0.07	0.14	0.29	0.16	0.2	0.132857143
his-37	his-37	0.14	-0.19	-0.05	-0.12	0.2	-0.35	0	-0.052857143
C50F4.8	C50F4.8	-0.11	-0.03	0.36	0.17	0.21	0.34	0.25	0.17
C50F4.9	C50F4.9	-0.0925	0.39	0.01	-0.21	0.27	-0.54	0.15	-0.003214286
npr-35	npr-35	0.1025	0.38	-0.171	-0.26	0.27	-0.19	0.46	0.0845
klo-1	klo-1	-0.7	-0.86	-0.64	-0.35	-0.01	-0.32	-0.2	-0.44
clx-1	clx-1	-1.73	-0.47	-1.5	-0.94	-2.94	-2.63	-2.46	-1.81
C50F7.3	C50F7.3	0.135	-0.74	-0.3	0.25	-0.19	0.27	0.03	-0.077857143
sucg-1	sucg-1	0.29	-0.78	-0.1	-0.08	0.39	0.63	-0.13	0.031428571
C50F7.5	C50F7.5	-0.23	0.69	0.04	0.07	-1.62	-1.58	-1.69	-0.617142857
C50F7.6	C50F7.6	-0.96	-0.13	-0.21	-0.37	-0.04	-0.61	-0.21	-0.361428571
acs-21	acs-21	-0.64	-0.44	-0.29	-0.23	-0.27	-0.39	-0.37	-0.375714286
srt-15	srt-15	0.417142857	0.28	0.158	0.16	0.1	0.38	0.42	0.273591837
str-40	str-40	0.023271805	0.010004527	0.014366823	0.010039133	-0.18	-0.63	-0.25	-0.143188245
C50H11.13	C50H11.13	0.3	0.5	0.21	0.04	-0.09	0.31	0.19	0.208571429
srt-5	srt-5	0.105	0.18	-0.02	-0.04	-0.04	-0.18	0.19	0.027857143
cyp-33C9	cyp-33C9	-0.52	-0.51	-0.56	-0.45	-0.38	-0.48	-0.29	-0.455714286
str-70	str-70	0.023271805	0.010004527	0.014366823	0.010039133	0.25	-0.04	0.2	0.066811755
C50H11.17	C50H11.17	0.023271805	0.010004527	0.014366823	0.010039133	0.3	0.009050309	0.022240009	0.055567515
srt-8	srt-8	0.023271805	0.010004527	0.014366823	0.010039133	-0.54	-0.47	1.27	0.045383184
srt-71	srt-71	0.36	-0.45	-0.62	-0.24	-0.31	-0.58	-0.29	-0.304285714
srt-7	srt-7	-0.005	0.4	0.08	0.01	-0.14	-0.33	-0.26	-0.035
srt-9	srt-9	0.023271805	0.010004527	0.014366823	0.010039133	-0.08	-0.31	0.22	-0.016045387
srt-10	srt-10	0.023271805	0.010004527	0.014366823	0.010039133	-0.55	0.009050309	0.022240009	-0.065861056
srh-185	srh-185	-0.143333333	0.158888889	-0.55	-0.21	-0.17	-0.25	-0.01	-0.167777778
C50H11.8	C50H11.8	0.56	-0.48	0.61	0.18	0.07	0.13	-0.04	0.147142857
str-244	str-244	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.009050309	0.44	0.078015178
fshr-1	fshr-1	0.11	0.65	0.1	0.01	-0.13	0.15	-0.08	0.115714286
fipr-11	fipr-11	0.355714286	0.54	-0.23	0.36	1.14	0.42	0.45	0.433673469
fipr-10	fipr-10	0.42	0.08	-0.36	-0.11	0.89	-0.08	0.28	0.16
C50H2.13	C50H2.13	-1.07	-0.44	-0.58	-0.66	-1.25	-1.29	-0.62	-0.844285714
egl-47	egl-47	0.66	0.13	0.4	0.19	0.22	0.36	0.05	0.287142857
mec-9	mec-9	0.18	0.19	-0.11	0.04	0.29	-0.1	0.21	0.1
C50H2.4	C50H2.4	0.61	0	-0.01	0.15	-0.1	0.08	0.13	0.122857143
C50H2.5	C50H2.5	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	-0.83	0.022240009	-0.101529151
C50H2.7	C50H2.7	0.023271805	0.5	0.014366823	0.010039133	0.02	0.009050309	0.022240009	0.085566868
C51E3.10	C51E3.10	0.54	1.29	0.85	0.57	1.64	0.54	1.07	0.928571429
srsx-27	srsx-27	0.16	-0.17	-0.08	-0.2	-0.17	-0.26	-0.12	-0.12
srsx-28	srsx-28	0.51	0.05	-0.05	0.04	-0.1	-0.18	-0.35	-0.011428571
srsx-30	srsx-30	-0.034285714	0.1	0.38	0.26	0.09	-0.13	0.04	0.100816327
C51E3.6	C51E3.6	-0.67	-0.46	-0.56	-0.53	0	-0.06	0.09	-0.312857143
egl-3	egl-3	0.38	-0.28	0.22	0.26	-0.33	-0.04	-0.1	0.015714286
C51E3.8	C51E3.8	-0.034	0.02	-0.37	-0.03	-0.03	0.06	0.26	-0.017714286
C51E3.9	C51E3.9	0.04	-0.11	0.28	0.1	0.22	0.06	-0.07	0.074285714
frm-7	frm-7	-0.23	0.7	-0.1	-0.23	-0.21	0.45	0.08	0.065714286
srg-45	srg-45	-0.1	0.77	-0.18	-0.142857143	-0.15	-0.46	-0.06	-0.046122449
C52A10.1	C52A10.1	0.39	0.51	0.5	0.62	0.79	0.42	0.47	0.528571429
C52A10.2	C52A10.2	-1.34	-1.49	-1.37	-1.34	-1.02	-1.21	-1.54	-1.33
C52A10.3	C52A10.3	-0.128	0.147	-0.34	-0.282222222	-0.08	-0.14	0.15	-0.096174603
glb-12	glb-12	0.027142857	-0.09	0.17	-0.08	-0.03	0.11	-0.3	-0.02755102
C52A11.3	C52A11.3	0.73	0.05	0.08	0.15	-0.07	0	-0.06	0.125714286
mpz-1	mpz-1	-0.18	0.19	-0.02	-0.01	0.1	0.13	0.16	0.052857143
inso-1	inso-1	0.043333333	0.2	-0.2	-0.12	0.05	0.28	0.33	0.083333333
dop-4	dop-4	0.03	0.028888889	-0.01	0.02	-0.1	-0.16	0.17	-0.003015873
C52B11.5	C52B11.5	-0.23	-0.23	-0.1	0.01	0.14	-0.2	-0.02	-0.09
cka-2	cka-2	-0.1	0.1	0.11	0.2	-0.16	0.16	0.12	0.061428571
C52B9.10	C52B9.10	0.102	-0.024285714	0.55	0.1	0.55	0.36	-0.16	0.211102041
ets-10	ets-10	0.053333333	0.41	0.04	-0.32	0.39	-0.35	0.47	0.099047619
ets-9	ets-9	0.023271805	0.010004527	0.014366823	0.85	-0.08	0.009050309	0.022240009	0.12127621
coel-1	coel-1	-0.36	-0.1	-0.47	-0.29	-0.83	-0.38	-0.54	-0.424285714
C52B9.4	C52B9.4	-0.41	-0.25	-0.03	0.12	-0.09	0.42	-0.18	-0.06
srv-6	srv-6	0.466666667	0.345555556	0.32	0.05	0.26	-0.38	0.83	0.27031746
twk-28	twk-28	-0.116666667	0.09	-0.38	-0.53	-0.81	-0.71	-0.67	-0.446666667
paf-2	paf-2	0.54	0.12	0.46	0.65	0.93	1.15	0.71	0.651428571
C52B9.8	C52B9.8	0.24	-0.26	0.04	-0.01	0.04	0.23	-0.04	0.034285714
mec-18	mec-18	-0.045	-0.52	0.13	0.16	-0.01	-0.2	0.22	-0.037857143
C52D10.1	C52D10.1	-0.93	-0.75	-1.18	-1.21	-0.98	-0.81	-1.02	-0.982857143
flp-17	flp-17	0.28	-0.22	0.94	0.77	0.22	-0.14	0.12	0.281428571
C52D10.12	C52D10.12	-0.56	-0.05	-0.06	-0.14	-0.35	-0.4	-0.05	-0.23
col-138	col-138	0.27	0.34	0.92	0.76	0.2	0.47	-0.31	0.378571429
C52D10.3	C52D10.3	-0.65	-0.27	-0.37	-0.3	-0.27	0	-0.17	-0.29
skr-12	skr-12	-0.27	-0.46	-0.26	-0.52	0.05	-0.03	-0.12	-0.23
skr-9	skr-9	0.023271805	0.010004527	-0.47	0.010039133	-0.16	0.13	0.022240009	-0.062063504
skr-13	skr-13	-0.27	-0.41	-0.33	-0.64	0.11	0.23	-0.17	-0.211428571
skr-8	skr-8	0.023271805	0.010004527	0.014366823	0.010039133	0.12	0.6	0.06	0.119668898
C52E12.1	C52E12.1	0.18	-0.03	-0.04	0.21	0.26	0.61	0.47	0.237142857
unc-104	unc-104	-0.07	-0.21	0.29	0.2	0.05	-0.1	0.18	0.048571429
sqv-7	sqv-7	0.29	0.11	0.07	-0.05	0.29	0.19	0.24	0.162857143
lst-6	lst-6	-0.18	-0.01	0.05	0.07	-0.07	0.12	0.09	0.01
lst-5	lst-5	-0.085	-0.05	0.09	0.03	-0.08	-0.24	0.16	-0.025
fbxb-95	fbxb-95	-0.28625	-0.09	-0.33	-0.45	-0.03	-0.11	0.36	-0.13375
C52E2.2	C52E2.2	-0.32	0.61	-1.12	-1.22	-0.32	-0.47	0.17	-0.381428571
C52E2.3	C52E2.3	0.023271805	0.010004527	0.014366823	0.010039133	0.11	0.009050309	0.022240009	0.028424658
C52E2.4	C52E2.4	0.5	0.33	0.37	0.31	0.14	-0.24	0.16	0.224285714
C52E2.5	C52E2.5	0.071666667	0.055	0.23	0.35	0.14	-0.1	0.03	0.110952381
fbxb-96	fbxb-96	0.23	0.14	-0.23	-0.18	-0.08	-0.11	-0.04	-0.038571429
cpr-1	cpr-1	-0.99	-1.36	-0.83	-0.61	-0.14	-0.78	-1.27	-0.854285714
mif-2	mif-2	-0.07	0.05	0.07	-0.14	-0.25	-0.66	-0.02	-0.145714286
snr-4	snr-4	-0.19	-0.42	-0.38	-0.31	-0.18	-0.3	-0.15	-0.275714286
rpt-1	rpt-1	-0.12	-0.1	-0.05	0.05	-0.2	0.01	-0.29	-0.1
mans-2	mans-2	-0.41	-0.35	-0.23	-0.2	0.09	0	-0.01	-0.158571429
cyl-1	cyl-1	-0.13	-0.12	-0.19	-0.13	-0.04	0.01	-0.18	-0.111428571
C52E4.7	C52E4.7	-0.36	0.13	0.26	0.2	-0.08	-0.09	0.04	0.014285714
C52G5.2	C52G5.2	-0.28	-0.38	-0.43	-0.31	-0.11	-0.31	-0.22	-0.291428571
C52G5.3	C52G5.3	0.39	-0.09	0.45	0.3	-0.05	-0.22	0.17	0.135714286
C53A3.1	C53A3.1	0.6	0.18	0.14	0.37	0.03	0.17	0.29	0.254285714
C53A3.2	C53A3.2	0.69	0.57	1.42	1.42	0.53	0.78	0.74	0.878571429
ril-1	ril-1	-0.02	-0.09	0.04	0.03	-0.4	-0.45	0.01	-0.125714286
srt-32	srt-32	-0.36375	0.2125	-0.09	-0.136	0.14	-0.14	-0.07	-0.063892857
C53A5.11	C53A5.11	0.023271805	0.010004527	0.014366823	0.010039133	4.2	0.009050309	0.022240009	0.612710372
C53A5.13	C53A5.13	-0.48	-0.28	-0.13	-0.21	0	-0.09	-0.23	-0.202857143
C53A5.17	C53A5.17	-0.43	-0.19	-0.38	-0.3	-0.03	0.14	-0.53	-0.245714286
hda-1	hda-1	-0.216666667	0.58	-0.08	0.1	-0.17	0.17	-0.45	-0.00952381
tag-191	tag-191	0.45	0.52	0.94	1.19	0.17	-0.01	0.18	0.491428571
kcnl-4	kcnl-4	0.05	0.05	0.88	0.97	0.24	-0.29	0.31	0.315714286
C53A5.6	C53A5.6	-0.00625	-0.22	0.04	-0.17	0.54	0.45	-0.2	0.061964286
srg-47	srg-47	0.023271805	0.010004527	0.014366823	0.010039133	-0.34	-0.6	-0.01	-0.127473959
C53A5.9	C53A5.9	0.53	-0.34	0.2	0.17	1.2	0.83	0.03	0.374285714
C53B4.2	C53B4.2	0.33	0.19	0.06	0.03	0.09	0.04	0.28	0.145714286
C53B4.3	C53B4.3	0.72	0.4	0.66	0.77	0.97	0.71	0.65	0.697142857
C53B4.4	C53B4.4	0.75	0.73	0.26	0.42	-0.3	0.29	0.05	0.314285714
col-119	col-119	-0.17	0.4	0.49	0.41	-2.01	-0.93	-0.69	-0.357142857
nstp-1	nstp-1	0.16	-0.01	0.08	-0.01	0.15	-0.38	-0.01	-0.002857143
bre-1	bre-1	-0.36	0.29	-0.37	-0.33	-0.4	0.04	-0.19	-0.188571429
mltn-12	mltn-12	-0.2	-0.24	0.03	0.13	-0.02	0.09	-0.2	-0.058571429
rig-3	rig-3	0.425	0.03	0.64	0.82	0.16	0.36	0.08	0.359285714
C53B7.2	C53B7.2	-0.0525	0.25	-0.55	-0.82	0.17	-0.06	0.16	-0.128928571
C53B7.3	C53B7.3	0.09	-0.27	0.11	-0.02	-0.01	0.22	-0.05	0.01
asg-2	asg-2	0.08	-0.29	0.17	-0.12	-0.83	-0.66	-0.23	-0.268571429
odr-10	odr-10	1.285555556	1.36	1.38	0.89	2.24	1.95	1.48	1.512222222
nep-4	nep-4	0.15	0.22	0.38	0.22	-0.28	-0.4	0.06	0.05
C53C11.1	C53C11.1	0.3775	0.013333333	0.4	0.43	0.41	-0.21	0.47	0.270119048
C53C11.2	C53C11.2	0.18	0.34	0.04	0.06	0.29	-0.62	0.04	0.047142857
ptr-5	ptr-5	0.15	0.47	0.05	0.12	-0.26	0.59	-0.06	0.151428571
C53C11.5	C53C11.5	-0.335555556	-0.45	-0.6	-0.498	0.08	-0.57	-0.1	-0.353365079
npr-10	npr-10	-0.03	0.28	0.05	0.02	-0.24	-0.2	0.06	-0.008571429
C53C7.3	C53C7.3	0.21	-0.05	-0.03	0.01	-0.26	-0.4	-0.12	-0.091428571
C53C7.5	C53C7.5	0.24	-0.34	0.21	0.07	-0.04	-0.25	-0.09	-0.028571429
C53C9.2	C53C9.2	0.09	-0.06	0.14	0.13	0.01	0.13	-0.08	0.051428571
kvs-1	kvs-1	-0.06	0.05	0.11	0.09	0.01	0.07	0.07	0.048571429
C53D5.1	C53D5.1	0.01	-0.01	-0.09	-0.05	0.12	0.38	-0.04	0.045714286
4-Mar	4-Mar	-0.57	-0.28	-0.13	-0.1	-0.49	-0.29	-0.28	-0.305714286
C53D5.3	C53D5.3	-0.16	0.041428571	-0.85	-0.92	-0.251	-0.2	-0.42	-0.39422449
ztf-3	ztf-3	-0.29	0.02	-0.19	-0.04	0.1	0.03	0.14	-0.032857143
C53D5.5	C53D5.5	-0.38	-0.02	-0.34	-0.11	-0.39	-0.07	-0.16	-0.21
imb-3	imb-3	0.29	-0.11	0.01	0.13	-0.44	0.28	-0.11	0.007142857
C53D6.11	C53D6.11	0.04	0.22	-0.35	-0.3	0.19	-0.66	0.28	-0.082857143
unc-129	unc-129	-0.84	-0.47	-0.31	-0.45	0.08	-0.23	-0.11	-0.332857143
acc-2	acc-2	-0.34	0.02	-0.09	-0.03	-0.3	-0.48	-0.22	-0.205714286
C53D6.4	C53D6.4	-0.1	0.12	-0.03	-0.2	-0.14	-0.28	0.19	-0.062857143
C53D6.6	C53D6.6	-0.34	-0.19	0.23	0.14	0.04	0.02	0.09	-0.001428571
C53D6.7	C53D6.7	-0.08	0.28	0.07	-0.04	-0.2	-0.47	0.03	-0.058571429
srx-15	srx-15	0.11	0.1	-0.1	0.1	-0.08	-0.09	-0.07	-0.004285714
rpl-27	rpl-27	0.07	-0.01	0.56	0.77	0.7	-0.4	-0.19	0.214285714
C53H9.2	C53H9.2	-0.69	-0.64	-0.57	-0.47	-0.29	-0.13	-0.59	-0.482857143
C53H9.3	C53H9.3	0.04	-0.09	0	-0.04	0.39	-0.38	0.27	0.027142857
ptr-6	ptr-6	0.31	-0.57	0.14	0.33	0.14	-0.14	-0.04	0.024285714
frpr-4	frpr-4	0.07	-0.07	-0.24	-0.3	0.14	0.14	0.04	-0.031428571
drn-1	drn-1	0.4	-0.1	0.27	-0.06	0.27	0.12	-0.35	0.078571429
rpl-37	rpl-37	0.1	-0.34	-0.14	-0.12	-0.35	-0.71	0.14	-0.202857143
ben-1	ben-1	-0.1	0.03	-0.17	-0.22	-0.7	-0.03	-0.13	-0.188571429
C54C6.4	C54C6.4	-0.04	-0.04	0.03	-0.09	-0.05	-0.27	0.16	-0.042857143
C54C6.5	C54C6.5	0.97	0.46	0.75	0.66	0.66	-0.55	0.81	0.537142857
C54C6.6	C54C6.6	0.25	0.2	0.16	-0.17	0.18	-0.12	0.38	0.125714286
C54C6.7	C54C6.7	-0.34	-1.36	-0.77	-0.79	-0.52	-0.8	-0.56	-0.734285714
nhr-169	nhr-169	0.023271805	0.010004527	0.28	-0.4	0.039373646	-0.83	0.022240009	-0.122158573
C54C8.12	C54C8.12	-1.64	-1.72	-2.15	-2.04	-0.21	-1.14	-1.67	-1.51
C54C8.3	C54C8.3	0.023271805	0.010004527	0.014366823	0.010039133	-0.09	-0.14	0.33	0.022526041
C54C8.4	C54C8.4	-0.271666667	0.01	-0.73	-0.504444444	-0.37	-0.86	-0.16	-0.412301587
lys-9	lys-9	0.023271805	0.010004527	0.014366823	0.010039133	0.15	0.14	-0.22	0.018240327
clec-11	clec-11	0.24	0.17	-1.25	-1.07	0.44	0.56	0	-0.13
nlp-39	nlp-39	-1.05	-1.15	-1.17	-1.14	0.58	-0.12	-1.23	-0.754285714
pgp-10	pgp-10	-0.42	-0.47	-0.37	-0.42	-0.99	-1.04	-0.54	-0.607142857
clec-86	clec-86	0.35	0.5	0.12	-0.02	0.62	-0.49	1.19	0.324285714
ist-1	ist-1	-0.35	-0.29	-0.4	-0.39	-0.6	-0.47	-0.47	-0.424285714
alh-10	alh-10	1.83	2.16	1.76	1.81	2.27	2.21	2.07	2.015714286
lam-2	lam-2	0.25	0.55	0.13	-0.01	-0.07	0.08	0.21	0.162857143
bar-1	bar-1	0.11	-0.06	0.05	0.2	-0.21	-0.01	0	0.011428571
C54D1.7	C54D1.7	0.06	-0.27	-0.12	-0.26	-0.33	-1.11	-0.23	-0.322857143
cdr-2	cdr-2	-1.33	-1.17	-1.21	-1.47	-1.52	-1.98	-1.2	-1.411428571
C54D10.10	C54D10.10	0.14	-0.27	0.06	-0.17	0.28	-0.39	0.01	-0.048571429
C54D10.12	C54D10.12	-0.53125	-1.026666667	-1.34	-1.08	0.65	0.8	-0.79	-0.473988095
C54D10.13	C54D10.13	-0.01	0.23	0.21	0.24	0.31	-0.24	0.39	0.161428571
C54D10.14	C54D10.14	-1.73	-0.98	-0.74	-0.81	1.63	1.96	-0.2	-0.124285714
cdr-3	cdr-3	-0.455	-0.063	-0.61	-0.56	-0.81	-2.15	-0.23	-0.696857143
C54D10.3	C54D10.3	0.4	-0.22	0.25	0.14	0.35	-0.42	0.08	0.082857143
C54D10.4	C54D10.4	0.48	0.036666667	0.12	0.41	-0.2	-0.3	-0.07	0.068095238
C54D10.5	C54D10.5	0.166666667	0.041	0.26	0.2	0.27	0.2	-0.04	0.156809524
srh-25	srh-25	0.26	0.27	-0.14	-0.18	-0.16	-0.18	0.13	0
C54D10.8	C54D10.8	-0.612	-0.405714286	-1.94	-1.65	2.97	3.31	0.3	0.281755102
C54D10.9	C54D10.9	-0.156666667	0.33	0.24	-0.16	0.03	-0.66	-0.02	-0.056666667
C54D2.1	C54D2.1	0.274285714	-0.094	0.77	1.03	-0.45	-0.33	0.04	0.177183673
C54D2.2	C54D2.2	0.4	0.24	0.14	0.22	-0.25	-0.15	-0.11	0.07
sul-3	sul-3	-0.30375	-0.61	-0.7	-0.09	-0.31	-0.59	-0.49	-0.441964286
cca-1	cca-1	0.23	0.09	-0.29	-0.41	-0.61	-0.13	-1.06	-0.311428571
C54D2.6	C54D2.6	0.023271805	0.010004527	0.014366823	0.010039133	-0.16	-0.31	0.09	-0.046045387
C54E10.1	C54E10.1	0.68	0.455714286	0.16	-0.32	-0.34	-0.22	0.79	0.172244898
ncs-5	ncs-5	-0.23	-0.2	-0.19	-0.02	0.06	0.12	0.08	-0.054285714
sri-10	sri-10	-0.0875	0.42	-0.12	0.07	-0.11	-0.04	-0.04	0.013214286
nhr-170	nhr-170	-0.19	0.16	-0.03	-0.1	0.4	0.27	0.05	0.08
C54E10.6	C54E10.6	0	-0.06	0.07	-0.11	0.47	-0.14	0.27	0.071428571
C54E4.1	C54E4.1	0.216	0.147142857	-0.2	0.39	0.43	0.69	0.2	0.267591837
C54E4.2	C54E4.2	0.69	0.63	0.01	-0.03	0.78	0.87	0.57	0.502857143
gcy-37	gcy-37	-0.01875	0.28	0.12	0.21	-0.29	-0.09	-0.31	-0.014107143
C54E4.4	C54E4.4	0.34	-0.25	0.2	0.29	-0.07	-0.19	0.11	0.061428571
C54E4.5	C54E4.5	-0.04	0.17	0.03	-0.01	-0.08	-0.01	-0.09	-0.004285714
srh-268	srh-268	-0.2225	0.117	0.07	-0.048	0.06	-0.43	0.02	-0.061928571
str-31	str-31	0.023271805	0.010004527	0.014366823	0.010039133	-0.17	0.009050309	0.022240009	-0.011575342
C54F6.12	C54F6.12	0.42	-0.02	-0.55	-0.62	0.35	-0.54	-0.7	-0.237142857
nhx-3	nhx-3	-0.1	-0.01	0.23	0.23	0.35	0.16	-0.15	0.101428571
ftn-1	ftn-1	-1.47	-1.82	-2.29	-2.4	-2.74	-2.85	-2.98	-2.364285714
C54F6.15	C54F6.15	1.06	1.07	1.01	1	1.26	0.84	0.89	1.018571429
C54F6.3	C54F6.3	0.023271805	0.010004527	0.014366823	-0.23	-0.22	-0.39	0.022240009	-0.110016691
swt-2	swt-2	0.37	0.19	0.13	-0.51	0.04	0.14	0.46	0.117142857
C54F6.6	C54F6.6	0.78	0.8	0.89	0.96	1.09	-0.18	0.95	0.755714286
srb-18	srb-18	0.023271805	0.010004527	0.014366823	0.010039133	0.04	0.009050309	0.022240009	0.018424658
nhr-171	nhr-171	-0.24	-0.04	0.49	0.27	-0.09	-0.33	-0.04	0.002857143
nhr-172	nhr-172	0.023271805	-0.02	0.22	-0.41	-0.22	-0.5	-0.26	-0.166675456
